"","x.1","x.2","x.3","x.4","x.5","x.6","x.7","x.8","x.9","x.10","y"
"1",0.478879274101928,0.575698973610997,0.857045157114044,0.285926645621657,0.959963712608442,0.815755128161982,0.846846671076491,0.684723215643317,0.059749461710453,0.482734272489324,17.105878733359
"2",0.528273827861995,0.579211740288883,0.230278714094311,0.420695576583967,0.179074729559943,0.0300051518715918,0.689649248495698,0.0926655200310051,0.00539693841710687,0.401610945584252,12.0748150057009
"3",0.460913986200467,0.310801342362538,0.684352977201343,0.198118801228702,0.313101844862103,0.127188978716731,0.271833408158273,0.886450342601165,0.768642990384251,0.702670786064118,7.36194547252134
"4",0.940374206285924,0.45962186367251,0.373001051833853,0.136566204717383,0.648331367410719,0.269368780311197,0.905992222717032,0.08523068879731,0.182114703813568,0.430190050043166,14.1446434235734
"5",0.149272909155115,0.622494195820764,0.582392325624824,0.6616656340193,0.414073701016605,0.779327442636713,0.309371484210715,0.501069566002116,0.173458106117323,0.89852920663543,11.3683143222174
"6",0.361063882242888,0.157630410743877,0.401719595072791,0.705218515824527,0.147894572233781,0.963223467115313,0.980233910726383,0.109496470540762,0.125382640399039,0.326375750126317,10.5636116118807
"7",0.316088574239984,0.642689880449325,0.265231806784868,0.443770295009017,0.00274632754735649,0.879227371886373,0.520745441550389,0.493242043536156,0.982644899049774,0.500133789144456,13.4342923343374
"8",0.61071936879307,0.447235998697579,0.481522876769304,0.345081312581897,0.470734008820727,0.299566447734833,0.47015187703073,0.150650134310126,0.0270887669175863,0.675119615392759,12.4542198530719
"9",0.092357931425795,0.198140197200701,0.446763880783692,0.198126832954586,0.68188409646973,0.262438571779057,0.866173694375902,0.566424819407985,0.0943074296228588,0.230566565413028,6.98656181828735
"10",0.347866574069485,0.404577902751043,0.223600158002228,0.532405228354037,0.973463983740658,0.55972535838373,0.409665387589484,0.185092098778114,0.968777975998819,0.584882874973118,16.4918106013338
"11",0.296552404062822,0.34856954170391,0.628757698694244,0.711799375945702,0.838733657961711,0.487400133162737,0.85021575819701,0.990943462355062,0.636467228177935,0.556152246659622,13.847519622049
"12",0.568286770954728,0.70339616923593,0.0711207580752671,0.741793310968205,0.876328674377874,0.520382450893521,0.0583403108175844,0.926324405474588,0.0136833661235869,0.47979536652565,25.9926762002462
"13",0.0928693863097578,0.657921318896115,0.14729638886638,0.816071553621441,0.390036685857922,0.184464446501806,0.381313219666481,0.496070022461936,0.160353389335796,0.707774888025597,15.1631944587404
"14",0.199436612194404,0.101391757372767,0.876795035321265,0.0480348346754909,0.518582788063213,0.858866761671379,0.714984355727211,0.0486248009838164,0.959987817099318,0.735678005497903,5.71295849023868
"15",0.228715938748792,0.972295605111867,0.199297364335507,0.824821316869929,0.239056411664933,0.575901606120169,0.409643590683118,0.136036516400054,0.995397867867723,0.761807899922132,18.2764740369629
"16",0.656223128549755,0.880069102393463,0.0414314495865256,0.0701941049192101,0.561925050336868,0.40554131846875,0.423286923440173,0.777454326627776,0.267427357146516,0.990045550977811,17.1824911147744
"17",0.052254447247833,0.610721207456663,0.150526462355629,0.511962174903601,0.941169072175398,0.359950983896852,0.764714143471792,0.470310109900311,0.775037288665771,0.195041744504124,15.150771700698
"18",0.482176025863737,0.784289517905563,0.0219326643273234,0.725880296435207,0.98265501530841,0.0409769171383232,0.999108827672899,0.166025292128325,0.488609803142026,0.696791300782934,25.1898720179783
"19",0.160226536914706,0.203139652730897,0.379880495369434,0.165963265579194,0.312133316881955,0.915675725322217,0.820402708137408,0.700838377699256,0.075110555626452,0.501872916938737,2.42665271503311
"20",0.737083579413593,0.463610450038686,0.45871017430909,0.336590421386063,0.685667162528262,0.17691713408567,0.135060240048915,0.688128841575235,0.296656851889566,0.920783314853907,14.5244261522732
"21",0.606036574346945,0.299063922604546,0.00386249693110585,0.178027607500553,0.0432872269302607,0.459413180360571,0.983030116651207,0.37302118097432,0.447983477497473,0.904200822580606,10.8294675846239
"22",0.435527433641255,0.335188317112625,0.790878075640649,0.970462636090815,0.820165750803426,0.916757778264582,0.0938799988944083,0.296839731978253,0.590253443922848,0.373606632929295,20.5855085736338
"23",0.519816119223833,0.957500996999443,0.0315121822059155,0.197305358946323,0.768814741866663,0.670491999946535,0.466345341643319,0.973796456120908,0.185550407739356,0.655651638284326,20.7357573069562
"24",0.122000915231183,0.353750040754676,0.990329558495432,0.0423592915758491,0.300722630927339,0.842414188198745,0.424908688990399,0.539403225062415,0.20406707841903,0.69054881692864,7.8040735964171
"25",0.877630637725815,0.0329031210858375,0.462181939277798,0.311205429490656,0.145927119301632,0.437883876496926,0.886133192339912,0.496061967918649,0.356304307235405,0.339322490617633,5.19353311399099
"26",0.227939948439598,0.425870770355687,0.450423794798553,0.0204303979407996,0.492424898780882,0.688635936472565,0.721263346495107,0.379962726728991,0.99493067082949,0.605456863064319,6.1448630999401
"27",0.248393174959347,0.228830845560879,0.482093435246497,0.0547191635705531,0.596953990869224,0.904522828059271,0.676597220124677,0.769687187625095,0.742658763192594,0.985368320019916,4.77488208114029
"28",0.941470327554271,0.175775562413037,0.840493141673505,0.518836501985788,0.876968508120626,0.555692402180284,0.508694749092683,0.0032204813323915,0.355445223627612,0.943510713288561,17.2228119682519
"29",0.183767795795575,0.261628068983555,0.429168459493667,0.19954157108441,0.629825345007703,0.411753815831617,0.154041523812339,0.938447917578742,0.702898273942992,0.150686488952488,5.79647353631195
"30",0.767500482033938,0.204555110773072,0.534238221822307,0.979435201035812,0.167557348730043,0.187474192585796,0.367876015603542,0.5670632107649,0.748043419793248,0.135275561595336,16.3987337238728
"31",0.348714634543285,0.0121123697608709,0.87601795559749,0.401016830932349,0.979667802341282,0.795192287070677,0.838942374335602,0.148655644617975,0.583212889032438,0.202774785459042,14.5093974570349
"32",0.614354629535228,0.407039792276919,0.519664618186653,0.318989365361631,0.29341301554814,0.972357538994402,0.836068220902234,0.0438762521371245,0.39730535610579,0.471504869870842,10.6497789082051
"33",0.174205108080059,0.0881023716647178,0.386107111116871,0.618980800965801,0.862055637408048,0.0547737781889737,0.142816080944613,0.358504653908312,0.186365733854473,0.520389451179653,10.5068140724107
"34",0.826293875463307,0.264522940386087,0.899590413551778,0.950179267907515,0.762559901922941,0.189397987211123,0.570591963361949,0.366927610011771,0.0441605143714696,0.656875424087048,21.4899708256228
"35",0.54853734979406,0.448572091525421,0.750711088301614,0.354431714862585,0.273110465612262,0.337230224628001,0.977169850142673,0.262457775184885,0.896607227390632,0.192046611336991,14.6992110950094
"36",0.003574333852157,0.127182159340009,0.449573825113475,0.437144272727892,0.887264181626961,0.156250844243914,0.151649354025722,0.633797131478786,0.532202644040808,0.532100707758218,8.4820200487865
"37",0.196156034711748,0.386831875192001,0.165020991349593,0.0225978072267026,0.879632072057575,0.149825242115185,0.115941835101694,0.0740369143895805,0.0932999702636153,0.921512824716046,10.3265821275084
"38",0.860033611766994,0.295567432418466,0.355648058233783,0.691741147078574,0.858836117899045,0.0700669600628316,0.427404423709959,0.571725838351995,0.747195674804971,0.0237840409390628,20.0005452523229
"39",0.319241814315319,0.769905457505956,0.828009250340983,0.952318992232904,0.418488938594237,0.416765265166759,0.227531681768596,0.60884719598107,0.126201095525175,0.0871600864920765,19.0750705512637
"40",0.8305846482981,0.399969762424007,0.332175058778375,0.786493146326393,0.184422737685964,0.372910558944568,0.227356783114374,0.640517781022936,0.499614417552948,0.416600048309192,18.0440333696464
"41",0.129766913596541,0.894246082520112,0.219720603199676,0.96331789996475,0.446367861935869,0.226497804978862,0.290262116352096,0.60395583207719,0.338677370687947,0.346512055257335,17.3041210059036
"42",0.262839418603107,0.915471371263266,0.776153590064496,0.342859745258465,0.248406308237463,0.253678900189698,0.528208188945428,0.804157338337973,0.31773865967989,0.999276871327311,12.1445005064203
"43",0.378578633069992,0.196212917333469,0.556887884624302,0.528739289613441,0.360390930902213,0.253848918480799,0.951447863830253,0.330823350464925,0.800226093502715,0.691319862147793,8.70426966138196
"44",0.953519471688196,0.731462639290839,0.805122998543084,0.79142602882348,0.400328049901873,0.285373513121158,0.279598994413391,0.119155284017324,0.0207309522666037,0.778113952837884,18.9510812335628
"45",0.501157536637038,0.256522586802021,0.171122524654493,0.277044385904446,0.062440394423902,0.752469369210303,0.278493778547272,0.000735084293410182,0.243751438334584,0.557752270717174,8.08854380625442
"46",0.0571474237367511,0.77962675713934,0.666251357179135,0.153614277718589,0.979718232061714,0.00870185624808073,0.385900204302743,0.104288630187511,0.379820300498977,0.105896684573963,8.06257275356433
"47",0.44916502176784,0.39354183524847,0.0556416097097099,0.464259154163301,0.188757077557966,0.605242661200464,0.334627024596557,0.186235641362146,0.0523595488630235,0.0872359701897949,15.0512528409516
"48",0.700153414625674,0.391401717206463,0.180469516199082,0.670920646516606,0.370045215589926,0.340233326656744,0.454667237354442,0.805311298463494,0.743648037081584,0.714074527844787,18.4646587821305
"49",0.632714782375842,0.402595036430284,0.782369376160204,0.895881219068542,0.849888026714325,0.708951859967783,0.622476572636515,0.901712749619037,0.413784436415881,0.357806649757549,21.4154807310529
"50",0.513321848586202,0.395386097719893,0.287534999195486,0.438366868067533,0.330185145838186,0.562284717336297,0.656687664566562,0.392852125223726,0.618373708100989,0.0889344308525324,12.7224382899565
"51",0.957678453298286,0.0725024142302573,0.171150279697031,0.0705871768295765,0.0891701921354979,0.323851536726579,0.947383863385767,0.370223922422156,0.861097000306472,0.0799303101375699,5.33757970957576
"52",0.294642050517723,0.0738421732094139,0.179154080338776,0.996651387540624,0.851987882750109,0.538966428954154,0.684874885482714,0.200366315431893,0.073022399796173,0.76697230222635,15.4708161048582
"53",0.296292677987367,0.166832227958366,0.527272201841697,0.779966936446726,0.123058933531865,0.0560745710972697,0.0727449094410986,0.0539892916567624,0.281333604594693,0.964035721030086,9.56085217872791
"54",0.277740486664698,0.680407117819414,0.33935673860833,0.328487335704267,0.58769085095264,0.337487337877974,0.00315993302501738,0.136048203799874,0.296803772216663,0.456267613219097,12.577103125499
"55",0.632981497561559,0.518278718227521,0.276714897947386,0.571386649738997,0.829516853671521,0.208774192491546,0.862009904580191,0.314748094882816,0.277780907927081,0.849366102134809,19.7216461674987
"56",0.297500359127298,0.521137174917385,0.836997399805114,0.261543145403266,0.613116041989997,0.106794782914221,0.674971126252785,0.0165838191751391,0.711386326001957,0.328098034951836,14.158833022844
"57",0.15693155489862,0.736378852045164,0.567749144276604,0.766663328744471,0.925035958411172,0.316289868205786,0.5070250260178,0.0463056364096701,0.778627750696614,0.44192621903494,15.2698112487071
"58",0.49347034865059,0.835186639102176,0.809547622920945,0.516874074004591,0.0154469162225723,0.874536248389632,0.0183163154870272,0.236137538217008,0.518013596069068,0.325864032376558,17.2041803940054
"59",0.472794886911288,0.707206014543772,0.537575792521238,0.871845801128075,0.342165540670976,0.666843149811029,0.628298392053694,0.922019253252074,0.700042890384793,0.296203893842176,18.0853686810948
